ID,Restaurant,Address,Time,Price,District,latitude,longitude
833,Cháo Dinh Dưỡng Ngon Mê Ly - Lê Hồng Phong,"82 Lê Hồng Phong, P. 2, Quận 5, TP. HCM",,8.000 - 30.000,Quận 5,10.7559877,106.6785237
834,Kowloon Bingsutt - Nhà Hàng Món Hoa,"74 -76 Bùi Hữu Nghĩa, P. 7, Quận 5, TP. HCM",,5.000 - 58.000,Quận 5,10.7551909,106.6743453
835,Cơm Tấm 92,"92 Huỳnh Mẫn Đạt, P. 2, Quận 5, TP. HCM",,20.000 - 50.000,Quận 5,10.7547404,106.6767061
836,Cháo Bò Viên 568 - Trần Hưng Đạo,"568 Trần Hưng Đạo, P. 2, Quận 5, TP. HCM",,22.000 - 45.000,Quận 5,10.7538828,106.6756895
837,Bún Mắm Lẩu Mắm Cô Tư - Bún Mắm,"200 Cao Đạt, P. 1, Quận 5, TP. HCM",,0 - 0,Quận 5,10.7543319,106.6827433
838,Sushi 79 - Trần Hưng Đạo,"1039 Trần Hưng Đạo, P. 5, Quận 5, TP. HCM",,30.000 - 70.000,Quận 5,10.7540945,106.6767904
839,Hoa Tâm - Chè Dưỡng Nhan & Egg Tart,"410 An Dương Vương, P. 4, Quận 5, TP. HCM",,20.000 - 40.000,Quận 5,10.7593246,106.6786982
840,Sushi M&H - Nguyễn Văn Cừ,"185/2 Nguyễn Văn Cừ, P. 2, Quận 5, TP. HCM",11:00 - 21:45,12.000 - 165.000,Quận 5,10.7565977,106.6850859
841,Nhà Hàng Hải Sản Hào Phong - Tân Hào Phong,"473 - 475 An Dương Vương, P. 3, Quận 5, TP. HCM",,50.000 - 220.000,Quận 5,10.7593246,106.6786982
842,Nhã Vân - Mì Vịt Tiềm Sủi Cảo,"119 Bùi Hữu Nghĩa, P. 7, Quận 5, TP. HCM",,45.000 - 80.000,Quận 5,10.7551909,106.6743453
843,Bảy Nị - Gà Tre Hấp Mắm Nhĩ & Món Âu,"188 Sư Vạn Hạnh, P. 9, Quận 5, TP. HCM",,50.000 - 300.000,Quận 5,10.7576119,106.6738484
844,Miến Lươn - Cháo Lươn Cô Hà,"215 Hùng Vương, P. 9, Quận 5, TP. HCM",,40.000 - 70.000,Quận 5,10.7568673,106.6679509
845,Lẩu Ly - Gà Lắc - Phan Văn Trị,"499 Phan Văn Trị, P. 7, Quận 5, TP. HCM",,0 - 0,Quận 5,10.7544626,106.6739213
846,Cơm Văn Phòng Ông Mập - Võ Văn Kiệt,"676/37 Võ Văn Kiệt, P. 1, Quận 5, TP. HCM",00:01 - 04:00 | 08:00 - 23:59,30.000 - 50.000,Quận 5,10.7518341,106.6854016
847,Phở Tường - Hùng Vương,"59A Hùng Vương, P. 4, Quận 5, TP. HCM",,0 - 0,Quận 5,10.7618472,106.67588
848,Gỏi Cuốn Chay Mặn Gia Hào - Trần Bình Trọng,"28/52 Trần Bình Trọng, P. 1, Quận 5, TP. HCM",,25.000 - 25.000,Quận 5,10.7538501,106.681996
849,Mì Bò Duy - Ẩm Thực HongKong - Trần Hưng Đạo,"684/24 Trần Hưng Đạo, P. 2, Quận 5, TP. HCM",,0 - 0,Quận 5,10.7552884,106.6783172
850,Phở Gia Truyền - An Dương Vương,"499 An Dương Vương, P. 8, Quận 5, TP. HCM",,25.000 - 40.000,Quận 5,10.7566559,106.6695588
851,Gà Nướng Phi Long - Nguyễn Biểu,"249 Nguyễn Biểu, P. 2, Quận 5, TP. HCM",09:00 - 21:15,70.000 - 110.000,Quận 5,10.7574476,106.6831489
852,Bánh Khọt - Chợ Cao Đạt,"197/4 Cao Đạt, P. 1, Quận 5, TP. HCM",,10.000 - 20.000,Quận 5,10.7541891,106.6823385
853,Quán Cơm Ba Chị Em - Trần Hưng Đạo,"961 Trần Hưng Đạo, P. 1, Quận 5, TP. HCM",,0 - 0,Quận 5,10.7563719,106.6851798
854,Phở Gà & Cơm Gà Bé Đạt - An Dương Vương,"380 An Dương Vương, P. 4, Quận 5, TP. HCM",,0 - 0,Quận 5,10.7593246,106.6786982
855,Cơm Chay Trí Đức - Cơm Chay - Lê Hồng Phong,"015 Chung Cư Phan Văn Trị Lê Hồng Phong, P. 2, Quận 5, TP. HCM",,0 - 0,Quận 5,0.0,0.0
856,Phở Bò Cô Mai - Sư Vạn Hạnh,"40 Sư Vạn Hạnh, P. 9, Quận 5, TP. HCM",,30.000 - 50.000,Quận 5,10.7576119,106.6738484
857,"Quán Cô Khoai - Mì Gà Phô Mai, Mì Trộn & Sữa Tươi Cà Phê - Phan Văn Trị","499 Phan Văn Trị, P. 7, Quận 5, TP. HCM",,0 - 0,Quận 5,10.7544626,106.6739213
858,Cơm Tấm 500 An Dương Vương,"500 An Dương Vương, P. 4, Quận 5, TP. HCM",,20.000 - 44.000,Quận 5,10.7593246,106.6786982
859,Vịt Quay A Tắc,"126 Huỳnh Mẫn Đạt, P. 3, Quận 5, TP. HCM",,20.000 - 260.000,Quận 5,10.7573702,106.6759644
860,Cơm Tấm Xưa - Hương Vị Sài Gòn - An Dương Vương,"400 An Dương Vương, P. 4, Quận 5, TP. HCM",,0 - 0,Quận 5,10.7593246,106.6786982
861,"Bún Mắm, Bún Thái & Bún Riêu","19 Đào Tấn, P. 5, Quận 5, TP. HCM",,20.000 - 40.000,Quận 5,10.750489,106.6744763
862,Hà Thành Quán - Bún Đậu Mắm Tôm - Nguyễn Biểu,"212 Nguyễn Biểu, P. 2, Quận 5, TP. HCM",09:00 - 21:00,20.000 - 205.000,Quận 5,10.7574476,106.6831489
863,Cô Hương Béo - Bún Riêu Tóp Mỡ Mọc Giòn - Trần Hưng Đạo,"829 Trần Hưng Đạo, P. 1, Quận 5, TP. HCM",,0 - 0,Quận 5,10.7563719,106.6851798
864,Gà Ta Nam Sơn - Lê Hồng Phong,"98Bis Lê Hồng Phong, P. 2, Quận 5, TP. HCM",,50.000 - 110.000,Quận 5,10.7559877,106.6785237
865,Quán Ăn Tâm Ký - Trần Hưng Đạo,"909 Trần Hưng Đạo, P. 1, Quận 5, TP. HCM",,30.000 - 100.000,Quận 5,10.7545717,106.6789332
866,Cơm Tấm 475 - Cơm Sườn Nướng - An Dương Vương,"475 An Dương Vương, Quận 5, TP. HCM",,20.000 - 45.000,Quận 5,10.7571317,106.6717609
867,Bún Nước Lèo Sóc Trăng Tám Nga,"80/24 Lê Hồng Phong, P. 2, Quận 5, TP. HCM",,30.000 - 44.000,Quận 5,10.7559877,106.6785237
868,Xôi Bát Bửu & Xôi Sầu Riêng - An Dương Vương,"447 An Dương Vương, P. 3, Quận 5, TP. HCM",,15.000 - 20.000,Quận 5,10.7593246,106.6786982
869,Gỏi Cuốn Ngon Ngon,"322/15 An Dương Vương, P. 4, Quận 5, TP. HCM",,10.000 - 30.000,Quận 5,10.7593246,106.6786982
870,Quán 543 - Quán Ăn Gia Đình - An Dương Vương,"543, An Dương Vương, P. 8, Quận 5, TP. HCM",,70.000 - 200.000,Quận 5,10.7566559,106.6695588
871,Mr. Cake - Cao Đạt,"235 Cao Đạt, P. 1, Quận 5, TP. HCM",,13.000 - 209.000,Quận 5,10.7541891,106.6823385
872,"Phượng - Bún Chả, Bún Đậu Mắm Tôm - Nguyễn Văn Cừ","25 Nguyễn Văn Cừ, P. 1, Quận 5, TP. HCM",00:00 - 23:59,17.000 - 65.000,Quận 5,10.7546525,106.6863118
873,Quán Cua Út Kiệt,"16 Đào Tấn, P. 5, Quận 5, TP. HCM",,50.000 - 200.000,Quận 5,10.750489,106.6744763
874,Tiệm Ăn Út Mười - Rau Sạch,"223A Trần Bình Trọng, P. 5, Quận 5, TP. HCM",,25.000 - 100.000,Quận 5,10.7572031,106.6809366
875,Bánh Kem Như Ý - Trần Bình Trọng,"77B Trần Bình Trọng, P. 1, Quận 5, TP. HCM",,19.000 - 79.000,Quận 5,10.7538501,106.681996
876,Căn Tin Cổng Đỏ - Cơm Trưa Văn Phòng & Ăn Vặt,"240 Trần Bình Trọng, P. 4, Quận 5, TP. HCM",,0 - 0,Quận 5,10.7628871,106.6804866
877,Bum Bum Bakery - Tiệm Bánh - Nguyễn Trãi,"277 Nguyễn Trãi, P. 2, Quận 5, TP. HCM",,0 - 0,Quận 5,10.7594668,106.6839548
878,Cơm Tấm Kim Ngân - Cơm Tấm Sườn Bì Chả - Hùng Vương,"235 Hùng Vương, P. 9, Quận 5, TP. HCM",,40.000 - 75.000,Quận 5,10.7568673,106.6679509
879,Cháo Gỏi Vịt 162,"162 Trần Bình Trọng, P. 3, Quận 5, TP. HCM",,10.000 - 200.000,Quận 5,10.7572031,106.6809366
880,"Vú Heo Nướng, Bạch Tuộc Nướng & Bún Thịt Nướng - Hùng Vương","169, Hùng Vương, P. 9, Quận 5, TP. HCM",,0 - 0,Quận 5,10.7568673,106.6679509
881,Bún Chả Cá Nha Trang Hồng Quế - Trần Bình Trọng,"60 Trần Bình Trọng, P. 1, Quận 5, TP. HCM",,45.000 - 70.000,Quận 5,10.7540407,106.6820405
882,Sake Lắc & Súp Gà - Thức Ăn Vặt - Phan Văn Trị,"499 Phan Văn Trị, P. 7, Quận 5, TP. HCM",,0 - 0,Quận 5,10.7544626,106.6739213
883,Tiệm Cơm Nhà Mới - Phan Văn Trị,"89 Phan Văn Trị, P. 2, Quận 5, TP. HCM",,30.000 - 55.000,Quận 5,10.7574041,106.6832638
884,"Lục Lạc Quán - Cơm Tấm, Bún Riêu & Hủ Tiếu","43A Huỳnh Mẫn Đạt, P. 5, Quận 5, TP. HCM",,22.000 - 25.000,Quận 5,10.7534065,106.677106
885,"Lâm Tỷ - Bò Bít Tết, Nui Xào Bò & Bánh Mì Chảo","128/3 Bùi Hữu Nghĩa, P. 7, Quận 5, TP. HCM",,30.000 - 50.000,Quận 5,10.7551909,106.6743453
886,Bánh Bèo Chén Út Ơi! - Trần Hưng Đạo,"835/17A Trần Hưng Đạo, P. 1, Quận 5, TP. HCM",,0 - 0,Quận 5,10.7563719,106.6851798
887,Canh Bún Lan Chiến Sĩ - Đồ Ăn - Cao Đạt,"197 Cao Đạt, P. 1, Quận 5, TP. HCM",,0 - 0,Quận 5,10.7541891,106.6823385
888,Bún Thịt Nướng Cô Lan,"519 Phan Văn Trị, P. 7, Quận 5, TP. HCM",,8.000 - 40.000,Quận 5,10.7544626,106.6739213
889,Phương Dung - Cơm Tấm & Cơm Trưa,"23 Đào Tấn, P. 5, Quận 5, TP. HCM",,20.000 - 30.000,Quận 5,10.750489,106.6744763
890,ATISOPHO - Phở Atiso Đà Lạt - Trần Bình Trọng,"245 Trần Bình Trọng, P. 4, Quận 5, TP. HCM",,0 - 0,Quận 5,10.7613243,106.6791498
891,Dibu Bakery - Tiệm Bánh - Hùng Vương,"17C Hùng Vương, P. 4, Quận 5, TP. HCM",,0 - 0,Quận 5,10.7618472,106.67588
892,Hashtag Drinks & Coffee,"71 Trần Bình Trọng, P. 1, Quận 5, TP. HCM",,30.000 - 45.000,Quận 5,10.7538501,106.681996
893,Bún Bò Huế Cô Xuân - Lê Hồng Phong,"101 Lê Hồng Phong, P. 2, Quận 5, TP. HCM",,40.000 - 60.000,Quận 5,10.7559877,106.6785237
894,Quán Ăn Cô Nga - Shop Online,"53/3E Nguyễn Văn Cừ, P. 1, Quận 5, TP. HCM",10:00 - 18:00,6.000 - 35.000,Quận 5,10.7546525,106.6863118
895,Phở Thắng,"102 Nguyễn Biểu, Quận 5, TP. HCM",06:00 - 19:00,25.000 - 30.000,Quận 5,10.7516193,106.6839204
896,Hủ tiếu Sa Đéc Kiều - 63 Trần Nhân Tôn,"63 Trần Nhân Tôn, P. 9, Quận 5, TP. HCM",,20.000 - 50.000,Quận 5,10.7598504,106.6745152
897,Cơm Tấm Thành Công - Nguyễn Văn Cừ,"25 Nguyễn Văn Cừ, P. 1, Quận 5, TP. HCM",00:00 - 23:59,40.000 - 100.000,Quận 5,10.7546525,106.6863118
898,Thần Nông BBQ Xiên Nướng - 390 Trần Hưng Đạo,"390 Trần Hưng Đạo, P. 2, Quận 5, TP. HCM",10:00 - 22:00,0 - 0,Quận 5,10.7538828,106.6756895
899,Cháo Sườn Cà Rốt - 109A Cao Đạt,"109A Cao Đạt, P. 1, Quận 5, TP. HCM",06:35 - 21:00,0 - 0,Quận 5,10.7541891,106.6823385
900,Gà Rán KFC - Đường Nguyễn Văn Cừ HCM,"213A Nguyễn Văn Cừ, P. 3, Quận 5, TP. HCM",10:00 - 21:00,70.000 - 200.000,Quận 5,10.7605262,106.6834662
901,Gà Nướng & Gà Bó Xôi Thành Công - Nguyễn Văn Cừ,"21/15 Nguyễn Văn Cừ, P. 1, Quận 5, TP. HCM",00:00 - 23:59,20.000 - 200.000,Quận 5,10.7546525,106.6863118
902,KARON - Cao Đạt,"109A Cao Đạt, P. 1, Quận 5, TP. HCM",08:30 - 21:00,0 - 0,Quận 5,10.7541891,106.6823385
903,Bún Đậu Mắm Tôm 1975 - Nguyễn Văn Cừ,"21/15 Đường Nguyễn Văn Cừ, P. 1, Quận 5, TP. HCM",00:00 - 23:59,5.000 - 90.000,Quận 5,10.7553692,106.685805
904,Bánh Mì Hà Nội Số 1 - Nguyễn Biểu,"52 Nguyễn Biểu, Quận 5, TP. HCM",05:30 - 23:00,10.000 - 17.000,Quận 5,10.7516193,106.6839204
905,Gà Nướng Bó Xôi Thành Công - Nguyễn Văn Cừ,"25 Nguyễn Văn Cừ, P. 1, Quận 5, TP. HCM",00:01 - 23:59,5.000 - 90.000,Quận 5,10.7546525,106.6863118
906,Bánh Canh Cua Bà Ba,"84/6 Nguyễn Biểu, P. 1, Quận 5, TP. HCM",08:00 - 20:30,30.000 - 80.000,Quận 5,10.7516193,106.6839204
907,Ăn Vặt Việt Linh Foods - Chuối Chiên & Khoai Lang Lắc - Cao Đạt,"127 Đường Cao Đạt, P. 1, Quận 5, TP. HCM",09:00 - 20:00,0 - 0,Quận 5,10.7540146,106.6826539
908,"Hà Linh Food - Gà Ủ Muối, Giò Heo Muối & Dồi Sụn - Nguyễn Biểu","212 Nguyễn Biểu, P. 2, Quận 5, TP. HCM",09:00 - 21:00,0 - 0,Quận 5,10.7574476,106.6831489
909,Bún Đậu Mắm Tôm Sóng Biển - Nguyễn Văn Cừ,"25/1 Nguyễn Văn Cừ, P. 1, Quận 5, TP. HCM",00:01 - 23:59,5.000 - 90.000,Quận 5,10.7546525,106.6863118
910,Wee - Tiệm Sữa Trà Cà Phê - Nguyễn Biểu,"40 Nguyễn Biểu, P. 1, Quận 5, TP. HCM",09:00 - 23:00,0 - 0,Quận 5,10.7543253,106.6843311
911,Bún Bò Huế Cô Vy - Nguyễn Biểu,"3/28 Nguyễn Biểu, P. 1, Quận 5, TP. HCM",07:00 - 21:00,40.000 - 80.000,Quận 5,10.7516193,106.6839204
912,Quán Cô Út - Phở & Mì Cay,"92 Phan Văn Trị, P. 2, Quận 5, TP. HCM",06:00 - 19:00,0 - 0,Quận 5,10.7574041,106.6832638
913,Bánh Kem & Bánh Ngọt - Paris Gato Open 24h,"261 Đường Nguyễn Biểu, P. 2, Quận 5, TP. HCM",00:01 - 23:59,0 - 0,Quận 5,10.7538468,106.6842732
914,Cháo Lòng - Nguyễn Biểu,"Hẻm 154 Nguyễn Biểu, P. 2, Quận 5, TP. HCM",11:00 - 19:00,22.000 - 22.000,Quận 5,10.757493,106.6834719
915,Bánh Mì Tư Xường,"48 Nguyễn Biểu, Quận 5, TP. HCM",00:01 - 01:00 | 04:00 - 23:59,10.000 - 20.000,Quận 5,10.7516193,106.6839204
916,Tuyền Ký - Bánh Mì Heo Quay - 192 Nguyễn Biểu,"192 Nguyễn Biểu, P. 2, Quận 5, TP. HCM",06:00 - 20:15,3.000 - 390.000,Quận 5,10.7574476,106.6831489
917,Bánh Sầu Riêng 9 Sạch - Nguyễn Biểu,"04 Chung Cư 109 Nguyễn Biểu, Đường Nguyễn Biểu, P. 1, Quận 5, TP. HCM",07:15 - 22:45,30.000 - 130.000,Quận 5,0.0,0.0
918,Ăn Vặt Nhà Meow - Trần Hưng Đạo,"671 Trần Hưng Đạo, P. 1, Quận 5, TP. HCM",09:00 - 23:00,10.000 - 50.000,Quận 5,10.7563719,106.6851798
919,Bánh Canh Cự Giải - Phan Văn Trị,"43 Phan Văn Trị - P.2, Quận 5, TP. HCM",08:00 - 21:00,0 - 0,Quận 5,10.757579,106.683796
920,Quán Cơm A Quoành - Nguyễn Văn Cừ,"65 Nguyễn Văn Cừ, P. 1, Quận 5, TP. HCM",10:00 - 21:00,20.000 - 50.000,Quận 5,10.7546525,106.6863118
921,Cơm Tấm 419 - Cơm Sườn Nướng & Sườn Cọng - An Dương Vương,"419 An Dương Vương, P. 3, Quận 5, TP. HCM",08:00 - 20:00,30.000 - 40.000,Quận 5,10.7593246,106.6786982
922,Tỷ Muội - Khổ Qua Cà Ớt,"522 Phan Văn Trị, P. 7, Quận 5, TP. HCM",10:00 - 21:00,30.000 - 50.000,Quận 5,10.7544626,106.6739213
923,Yogurt - Kem Chuối Cô Thuận,"686/5 Võ Văn Kiệt, P.1, Quận 5, TP. HCM",10:00 - 22:30,3.000 - 135.000,Quận 5,10.7518341,106.6854016
924,Hủ Tiếu Mực Osa - Hủ Tiếu Mực,"75A Trần Bình Trọng, P. 1, Quận 5, TP. HCM",07:30 - 22:00,40.000 - 55.000,Quận 5,10.7538501,106.681996
925,Cháo Dinh Dưỡng Việt Soup - Trần Bình Trọng,"44 Trần Bình Trọng, P. 1, Quận 5, TP. HCM",06:15 - 19:00,10.000 - 18.000,Quận 5,10.7538501,106.681996
926,Chang Hi - Chè Ngon Sáng Tạo - 476 Trần Hưng Đạo,"476 Trần Hưng Đạo, P. 2, Quận 5, TP. HCM",09:30 - 22:00,35.000 - 55.000,Quận 5,10.7557548,106.6822658
927,Rin Sushi - Nguyễn Biểu,"257 Nguyễn Biểu, P. 2, Quận 5, TP. HCM",,25.000 - 200.000,Quận 5,10.7574476,106.6831489
928,Bà Tám - Cacao Đá & Bánh Mì,"Hẻm 14 Trần Bình Trọng, Quận 5, TP. HCM",09:00 - 21:00,10.000 - 20.000,Quận 5,10.7528232,106.6823799
929,Papa Lee's Noodle - Mì Hoành Thánh (Wonton Noodle) (云吞面) - Trần Phú,"271 Trần Phú, P. 8, Quận 5, TP. HCM",07:15 - 21:30,0 - 0,Quận 5,10.7564123,106.6732369
930,Bún Riêu Cua Ốc 66 - Trần Bình Trọng,"58 Trần Bình Trọng, P. 1, Quận 5, TP. HCM",08:00 - 21:30,25.000 - 40.000,Quận 5,10.753986,106.6820483
931,Gia Thành Kebab - Lê Hồng Phong,"240A Lê Hồng Phong, P. 4, Quận 5, TP. HCM",06:00 - 20:30,10.000 - 40.000,Quận 5,10.7597236,106.6773047
932,Hùng Mập - Bún Mọc & Bún Bò Huế,"772 Trần Hưng Đạo, P. 7, Quận 5, TP. HCM",06:00 - 21:00,40.000 - 70.000,Quận 5,10.7527671,106.6695686
933,Đẩu - Bánh Mì Bò Nướng,"Hẻm 455 An Dương Vương, P. 3, Quận 5, TP. HCM",08:00 - 20:00,25.000 - 32.000,Quận 5,10.75788,106.6764857
934,Chay Giác Ngộ - Món Chay - Hùng Vương,"213A Hùng Vương, P. 9, Quận 5, TP. HCM",09:00 - 20:30,20.000 - 85.000,Quận 5,10.7568673,106.6679509
935,TAISOT Mì Ý 29K - Võ Văn Kiệt,"840 Võ Văn Kiệt, P. 5, Quận 5, TP. HCM",10:00 - 21:30,5.000 - 75.000,Quận 5,10.7495052,106.6724866
936,Bún Thang - Phở Thanh,"196/3 Trần Phú (1 Chiều), P. 9, Quận 5, TP. HCM",06:00 - 13:00 | 16:00 - 21:00,42.000 - 42.000,Quận 5,0.0,0.0
937,Mr. Bistek - Beefsteak Trần Bình Trọng,"115A Trần Bình Trọng, P. 2, Quận 5, TP. HCM",08:30 - 21:30,39.000 - 176.000,Quận 5,10.7572031,106.6809366
938,Bánh Mì Que Pháp - Nguyễn Văn Cừ,"213 Nguyễn Văn Cừ, P. 4, Quận 5, TP. HCM",07:00 - 21:30,10.000 - 17.000,Quận 5,10.7622223,106.6828479
939,"Bánh Ướt, Bánh Cuốn & Há Cảo - Huỳnh Mẫn Đạt","97 Huỳnh Mẫn Đạt, P. 7, Quận 5, TP. HCM",06:00 - 19:00,20.000 - 25.000,Quận 5,10.7558219,106.6763822
940,Cơm Sườn Anh,"57A Trần Bình Trọng, P. 1, Quận 5, TP. HCM",07:00 - 21:30,35.000 - 75.000,Quận 5,10.7538501,106.681996
941,Kim - Cháo Ếch Singapore,"110 Phan Văn Trị , P. 2, Quận 5, TP. HCM",00:00 - 01:00 | 11:00 - 23:59,38.000 - 60.000,Quận 5,10.7574041,106.6832638
942,Lục Bồ Đề - Lẩu Chay 1 Người - Trần Hưng Đạo,"546 Trần Hưng Đạo, P. 2, Quận 5, TP. HCM",10:00 - 22:00,0 - 0,Quận 5,10.7538828,106.6756895
943,Gà Rán Popeyes - An Dương Vương,"326 An Dương Vương, P. 4, Quận 5, TP. HCM",10:00 - 21:30,50.000 - 160.000,Quận 5,10.7593246,106.6786982
944,Tiến Hải Quán - Bún Đậu Mắm Tôm Hà Nội - Hùng Vương,"155 Hùng Vương, P. 9, Quận 5, TP. HCM",09:20 - 22:20,30.000 - 55.000,Quận 5,10.7568673,106.6679509
945,Bánh tráng Tây Ninh - 192 Nguyễn Trãi,"192/30C Nguyễn Trãi, P. 3, Quận 5, TP. HCM",07:00 - 23:45,10.000 - 15.000,Quận 5,10.7581042,106.6803183
946,Bánh Canh Cua - Huỳnh Mẫn Đạt,"46 Huỳnh Mẫn Đạt, P. 2, Quận 5, TP. HCM",06:00 - 22:08,25.000 - 55.000,Quận 5,10.7547404,106.6767061
947,Bánh Mì 24 - Huỳnh Mẫn Đạt,"74 Huỳnh Mẫn Đạt, P. 2, Quận 5, TP. HCM",05:00 - 21:00,9.000 - 18.000,Quận 5,10.7547404,106.6767061
948,Pizza Hut - Nguyễn Trãi,"264-266 Nguyễn Trãi, Quận 5, TP. HCM",09:00 - 21:45,150.000 - 330.000,Quận 5,10.7581042,106.6803183
949,Cơm Gà Đệ Nhất - Nguyễn Biểu,"48/26 Nguyễn Biểu, P. 1, Quận 5, TP. HCM",10:00 - 20:00,29.000 - 45.000,Quận 5,10.7516193,106.6839204
950,"Vân Hương - Cơm, Cháo & Gỏi Gà Ta","135 Trần Phú, Quận 5, TP. HCM",06:20 - 21:09,20.000 - 100.000,Quận 5,10.7573332,106.6739617
951,Bún Chả Hồ Gươm - Bún Chả Hà Nội - Hùng Vương,"107 Hùng Vương, P. 4, Quận 5, TP. HCM",07:15 - 20:40,20.000 - 55.000,Quận 5,10.7618472,106.67588
952,Quán Phan Rang Tháp Chàm - Bánh Căn,"55A Hùng Vương, P. 4, Quận 5, TP. HCM",08:00 - 21:00,20.000 - 55.000,Quận 5,10.7618472,106.67588
953,Sasin - Mì Cay 7 Cấp Độ Hàn Quốc - 292 An Dương Vương,"292A An Dương Vương, P. 4, Quận 5, TP. HCM",09:30 - 21:55,35.000 - 100.000,Quận 5,10.7593246,106.6786982
954,Bố Già Quán - Cơm Gà & Mì Trộn,"98 Phan Văn Trị, P. 2, Quận 5, TP. HCM",08:00 - 18:00,12.000 - 25.000,Quận 5,10.7574041,106.6832638
955,Hải Ký Mì Gia - Nguyễn Trãi,"349 - 351 Nguyễn Trãi, P. 7, Quận 5, TP. HCM",11:00 - 21:00,45.000 - 88.000,Quận 5,10.7546222,106.6696782
956,Cơm Tấm 449 An Dương Vương,"449 An Dương Vương, P. 3, Quận 5, TP. HCM",,22.000 - 44.000,Quận 5,10.7593246,106.6786982
957,Cháo Sườn Cô Giang - Trần Phú,"33 Trần Phú, P. 4, Quận 5, TP. HCM",07:30 - 20:33,20.000 - 35.000,Quận 5,10.7604598,106.6770652
958,Bánh Bao 8 Trứng Sài Gòn,"835/17E Trần Hưng Đạo, P. 1, Quận 5, TP. HCM",07:00 - 22:00,30.000 - 45.000,Quận 5,10.7563719,106.6851798
959,Cháo Vịt Thanh Đa (Gốc Nhà Lá) - Trần Bình Trọng,"148 Trần Bình Trọng , Quận 5, TP. HCM",09:30 - 22:00,45.000 - 200.000,Quận 5,10.7572031,106.6809366
960,Bonchon Chicken Vietnam - Nguyễn Văn Cừ,"213 Nguyễn Văn Cừ, P. 4, Quận 5, TP. HCM",10:00 - 21:55,10.000 - 200.000,Quận 5,10.7622223,106.6828479
961,"Ngon Quá Chừng - Gỏi Cuốn, Hủ Tiếu & Bún Thịt Xào","378/21A An Dương Vương, P. 4, Quận 5, TP. HCM",07:30 - 14:00 | 16:00 - 20:00,8.000 - 30.000,Quận 5,10.7593246,106.6786982
962,Mì Trộn Tên Lửa - 462 Trần Hưng Đạo,"462 Trần Hưng Đạo, P. 2, Quận 5, TP. HCM",10:00 - 22:00,25.000 - 65.000,Quận 5,10.7559011,106.6829364
963,Cơm Tấm Sà Bì Chưởng - Trần Bình Trọng,"179 Trần Bình Trọng, P.3, Quận 5, TP. HCM",07:00 - 21:00,0 - 0,Quận 5,10.7572031,106.6809366
964,Bún Bò Huế Sông Hương,"207/15 Trần Bình Trọng, P. 3, Quận 5, TP. HCM",,40.000 - 60.000,Quận 5,10.7572031,106.6809366
965,Va Thành - Quán Ăn Đài Loan - Casual Taiwanese,"40 Huỳnh Mẫn Đạt, Quận 5, TP. HCM",09:30 - 20:30,30.000 - 100.000,Quận 5,10.7546481,106.6768223
966,Tiên Tiên - Bún Thái Cay - Phan Văn Trị,"317B Phan Văn Trị, P. 2, Quận 5, TP. HCM",07:00 - 22:59,25.000 - 200.000,Quận 5,10.7574041,106.6832638
967,Hủ Tiếu Nam Vang - 73 Trần Bình Trọng,"Hẻm 73 Trần Bình Trọng, P. 1, Quận 5, TP. HCM",,30.000 - 40.000,Quận 5,10.754283,106.6817474
968,Pizza Inn - Huỳnh Mẫn Đạt,"77A Huỳnh Mẫn Đạt, P. 7, Quận 5, TP. HCM",09:20 - 20:45,60.000 - 132.000,Quận 5,10.7558219,106.6763822
969,September Saigon - Cafe & Cake,"118/1D Nguyễn Trãi, P.3, Quận 5, TP. HCM",08:00 - 21:45,15.000 - 70.000,Quận 5,10.7581042,106.6803183
970,Quán Cơm Bếp Xanh,"672 Trần Hưng Đạo, P. 2, Quận 5, TP. HCM",07:00 - 21:00,5.000 - 60.000,Quận 5,10.7553973,106.6812585
971,Gà rán và Mì Ý - Jollibee - Trần Hưng Đạo - HCM,"354 - 356 Trần Hưng Đạo, P. 2, Quận 5, TP. HCM",08:00 - 22:00,15.000 - 44.000,Quận 5,10.7564895,106.6849749
972,Cơm Tấm Phúc Lộc Thọ - An Dương Vương,"301B An Dương Vương, P. 3, Quận 5, TP. HCM",07:00 - 21:00,20.000 - 50.000,Quận 5,10.7593246,106.6786982
973,Musa - Cà Ri Dê Ấn Độ - Sư Vạn Hạnh,"001 Lô B Chung Cư Sư Vạn Hạnh, Quận 5, TP. HCM",09:00 - 22:00,70.000 - 330.000,Quận 5,0.0,0.0
974,YU SHANG LOU - Fine Chinese Cuisine - Trần Hưng Đạo,"Tầng 1, Tầng 1, 975 Trần Hưng Đạo, P. 5, Quận 5, TP. HCM",,48.000 - 9.990.000,Quận 5,10.7537556,106.6767117
975,Minh Phát - Hủ Tiếu Mì & Hoành Thánh,"54 Huỳnh Mẫn Đạt, P. 2, Quận 5, TP. HCM",,34.000 - 40.000,Quận 5,10.7547404,106.6767061
976,Bún Đậu Mắm Tôm Nhà Tôi - Trần Hưng Đạo,"1077 Trần Hưng Đạo, P. 5, Quận 5, TP. HCM",08:30 - 22:00,30.000 - 50.000,Quận 5,10.7540945,106.6767904
